Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
140,Twitchell Island,San Francisco Bay,1/30/2015,030,0.09, ,0.00, ,309, ,9.9, ,68.4, ,36.0, ,52.8, ,97, ,48, ,72, ,44.2, ,4.8, ,116.2, ,53.0, 
140,Twitchell Island,San Francisco Bay,1/31/2015,031,0.13, ,0.00, ,335,R,7.3, ,72.8,Y,44.1, ,56.8, ,87, ,24, ,46, ,36.5, ,7.6, ,183.5, ,53.2, 
142,Orange Cove,San Joaquin Valley,1/1/2015,001,0.05, ,0.00, ,252, ,4.5, ,55.4, ,26.4, ,37.4, ,89, ,25, ,59, ,24.4, ,3.5, ,83.1, ,45.9, 
142,Orange Cove,San Joaquin Valley,1/2/2015,002,0.05, ,0.00, ,250, ,4.5, ,53.1, ,23.6, ,37.1, ,85, ,33, ,60, ,24.5, ,3.1, ,74.5, ,45.2, 
142,Orange Cove,San Joaquin Valley,1/3/2015,003,0.05, ,0.00, ,244, ,5.1, ,55.4, ,23.9, ,37.8, ,86, ,38, ,65, ,27.3, ,2.9, ,70.0, ,44.7, 
142,Orange Cove,San Joaquin Valley,1/4/2015,004,0.04, ,0.00, ,188, ,5.9, ,54.7, ,27.4, ,39.6, ,87, ,45, ,72, ,31.3, ,3.1, ,75.5, ,44.6, 
142,Orange Cove,San Joaquin Valley,1/5/2015,005,0.05, ,0.00, ,245, ,6.7, ,60.1, ,28.6, ,42.9, ,91, ,45, ,72, ,34.4, ,2.6, ,63.1, ,44.8, 
142,Orange Cove,San Joaquin Valley,1/6/2015,006,0.06, ,0.00, ,246, ,7.9, ,68.8, ,32.0, ,47.7, ,90, ,40, ,70, ,38.4, ,3.2, ,76.9, ,45.4, 
142,Orange Cove,San Joaquin Valley,1/7/2015,007,0.06, ,0.00, ,245, ,8.6, ,67.7, ,34.8, ,48.5, ,92, ,46, ,74, ,40.7, ,2.8, ,67.5, ,46.4, 
142,Orange Cove,San Joaquin Valley,1/8/2015,008,0.06, ,0.00, ,231, ,9.2, ,66.1, ,36.1, ,49.6, ,90, ,52, ,76, ,42.4, ,2.9, ,69.3, ,47.2, 
142,Orange Cove,San Joaquin Valley,1/9/2015,009,0.04, ,0.00, ,173, ,10.4, ,64.3, ,43.9, ,52.8, ,89, ,55, ,76, ,45.5, ,2.8, ,68.2, ,48.3, 
142,Orange Cove,San Joaquin Valley,1/10/2015,010,0.05, ,0.00, ,195, ,10.3, ,65.1, ,43.9, ,52.5, ,90, ,51, ,77, ,45.4, ,2.5, ,59.9, ,49.3, 
142,Orange Cove,San Joaquin Valley,1/11/2015,011,0.04, ,0.00, ,166, ,10.9, ,63.6, ,44.6, ,52.3, ,91, ,62, ,81, ,46.8, ,2.4, ,58.4, ,50.2, 
142,Orange Cove,San Joaquin Valley,1/12/2015,012,0.01, ,0.00, ,76, ,11.1, ,54.9, ,42.9, ,50.3, ,93, ,79, ,89, ,47.2, ,2.4, ,57.7, ,50.5, 
142,Orange Cove,San Joaquin Valley,1/13/2015,013,0.04, ,0.00, ,181, ,10.1, ,60.7, ,38.7, ,49.9, ,92, ,61, ,82, ,44.7, ,2.9, ,68.9, ,50.8, 
142,Orange Cove,San Joaquin Valley,1/14/2015,014,0.06, ,0.00, ,244, ,8.8, ,63.8, ,34.4, ,46.2, ,93, ,56, ,83, ,41.2, ,2.8, ,67.5, ,50.4, 
142,Orange Cove,San Joaquin Valley,1/15/2015,015,0.05, ,0.01, ,230, ,8.3, ,59.6, ,31.2, ,43.4, ,93, ,59, ,87, ,39.7, ,3.1, ,75.5, ,49.7, 
142,Orange Cove,San Joaquin Valley,1/16/2015,016,0.02, ,0.00, ,134, ,8.5, ,53.4, ,36.5, ,43.8, ,92, ,69, ,88, ,40.4, ,2.4, ,57.5, ,49.6, 
142,Orange Cove,San Joaquin Valley,1/17/2015,017,0.02, ,0.01, ,141, ,8.1, ,52.0, ,34.3, ,41.6, ,93, ,76, ,91, ,39.0, ,2.4, ,57.9, ,48.9, 
142,Orange Cove,San Joaquin Valley,1/18/2015,018,0.03, ,0.00, ,163, ,9.1, ,52.5, ,41.9, ,45.3, ,92, ,75, ,88, ,42.0, ,2.9, ,68.5, ,48.8, 
142,Orange Cove,San Joaquin Valley,1/19/2015,019,0.01, ,0.00, ,70, ,9.1, ,49.2, ,43.6, ,45.8, ,92, ,77, ,87, ,42.1, ,2.2, ,53.2, ,49.3, 
142,Orange Cove,San Joaquin Valley,1/20/2015,020,0.00, ,0.00, ,36, ,8.8, ,46.7, ,44.2, ,45.3, ,88, ,82, ,85, ,41.3, ,2.0, ,48.6, ,49.6, 
142,Orange Cove,San Joaquin Valley,1/21/2015,021,0.01, ,0.00, ,47, ,8.6, ,47.9, ,44.6, ,46.2, ,88, ,77, ,81, ,40.6, ,2.1, ,49.9, ,49.5, 
142,Orange Cove,San Joaquin Valley,1/22/2015,022,0.04, ,0.00, ,171, ,8.3, ,53.9, ,39.0, ,45.5, ,90, ,68, ,80, ,39.7, ,2.7, ,63.8, ,49.5, 
142,Orange Cove,San Joaquin Valley,1/23/2015,023,0.01, ,0.00, ,75, ,7.8, ,45.4, ,28.4, ,40.4, ,93, ,87, ,92, ,38.2, ,2.3, ,54.0, ,49.1, 
142,Orange Cove,San Joaquin Valley,1/24/2015,024,0.04, ,0.01, ,218, ,8.1, ,51.9, ,36.1, ,42.2, ,93, ,74, ,89, ,39.2, ,2.7, ,66.0, ,48.7, 
142,Orange Cove,San Joaquin Valley,1/25/2015,025,0.04, ,0.00, ,192, ,8.1, ,54.7, ,35.9, ,42.1, ,93, ,69, ,89, ,39.0, ,2.9, ,68.8, ,48.8, 
142,Orange Cove,San Joaquin Valley,1/26/2015,026,0.04, ,0.00, ,155, ,9.0, ,63.9, ,33.2, ,47.5, ,93, ,55, ,81, ,41.9, ,2.7, ,63.9, ,48.5, 
142,Orange Cove,San Joaquin Valley,1/27/2015,027,0.04, ,0.08, ,167, ,11.8, ,66.7, ,46.5, ,55.1, ,90, ,55, ,79, ,48.9, ,3.0, ,71.9, ,49.5, 
142,Orange Cove,San Joaquin Valley,1/28/2015,028,0.05, ,0.00, ,212, ,10.4, ,60.7, ,38.8, ,49.6, ,93, ,68, ,86, ,45.5, ,2.7, ,64.5, ,50.4, 
142,Orange Cove,San Joaquin Valley,1/29/2015,029,0.06, ,0.00, ,236, ,11.3, ,64.2, ,44.8, ,52.0, ,93, ,64, ,85, ,47.8, ,2.5, ,60.6, ,50.9, 
142,Orange Cove,San Joaquin Valley,1/30/2015,030,0.03, ,0.00, ,146, ,10.9, ,62.0, ,41.2, ,52.0, ,93, ,66, ,83, ,46.8, ,2.5, ,60.8, ,51.4, 
142,Orange Cove,San Joaquin Valley,1/31/2015,031,0.07, ,0.00, ,266, ,10.2, ,64.7, ,40.2, ,50.9, ,91, ,57, ,80, ,45.1, ,3.5, ,83.6, ,51.6, 
143,San Juan Valley,Monterey Bay,1/1/2015,001,0.05, ,0.00, ,250, ,4.6, ,56.8, ,23.8, ,36.6, ,88, ,32, ,63, ,25.3, ,2.8, ,67.3, ,45.7, 
143,San Juan Valley,Monterey Bay,1/2/2015,002,0.05, ,0.00, ,246, ,5.6, ,55.8, ,26.7, ,37.7, ,95, ,39, ,72, ,29.7, ,2.7, ,65.5, ,45.3, 
143,San Juan Valley,Monterey Bay,1/3/2015,003,0.05, ,0.00, ,244, ,6.6, ,60.2, ,27.2, ,40.2, ,97, ,42, ,78, ,33.9, ,2.8, ,66.4, ,45.4, 
143,San Juan Valley,Monterey Bay,1/4/2015,004,0.05, ,0.00, ,212, ,7.0, ,62.9, ,30.8, ,42.3, ,99, ,37, ,77, ,35.5, ,3.0, ,72.9, ,46.1, 
143,San Juan Valley,Monterey Bay,1/5/2015,005,0.06, ,0.00, ,245, ,7.5, ,67.7, ,34.5, ,47.7, ,92, ,36, ,67, ,37.3, ,3.5, ,85.0, ,47.2, 
143,San Juan Valley,Monterey Bay,1/6/2015,006,0.06, ,0.00, ,247, ,8.6, ,72.3, ,37.0, ,50.3, ,93, ,39, ,69, ,40.6, ,3.1, ,73.4, ,48.5, 
143,San Juan Valley,Monterey Bay,1/7/2015,007,0.07, ,0.00, ,250, ,9.2, ,74.8, ,36.9, ,51.8, ,93, ,36, ,70, ,42.3, ,2.9, ,68.5, ,49.4, 
143,San Juan Valley,Monterey Bay,1/8/2015,008,0.04, ,0.00, ,166, ,10.3, ,63.6, ,40.0, ,51.1, ,96, ,60, ,80, ,45.3, ,2.7, ,63.6, ,50.3, 
143,San Juan Valley,Monterey Bay,1/9/2015,009,0.03, ,0.00, ,130, ,11.1, ,65.5, ,46.1, ,51.9, ,94, ,63, ,84, ,47.3, ,2.7, ,65.3, ,51.3, 
143,San Juan Valley,Monterey Bay,1/10/2015,010,0.06, ,0.00, ,240, ,10.5, ,68.3, ,42.8, ,52.4, ,94, ,51, ,78, ,45.8, ,2.9, ,68.9, ,52.0, 
143,San Juan Valley,Monterey Bay,1/11/2015,011,0.06, ,0.00, ,243, ,10.8, ,64.7, ,40.5, ,50.3, ,98, ,64, ,87, ,46.6, ,3.3, ,78.1, ,52.4, 
143,San Juan Valley,Monterey Bay,1/12/2015,012,0.05, ,0.00, ,232, ,10.3, ,64.1, ,37.2, ,48.1, ,100, ,64, ,90, ,45.3, ,2.5, ,60.6, ,52.0, 
143,San Juan Valley,Monterey Bay,1/13/2015,013,0.06, ,0.00, ,261, ,9.3, ,63.8, ,35.1, ,46.4, ,100, ,57, ,86, ,42.6, ,2.8, ,66.1, ,51.6, 
143,San Juan Valley,Monterey Bay,1/14/2015,014,0.06, ,0.00, ,262, ,8.8, ,65.5, ,32.8, ,46.7, ,98, ,49, ,81, ,41.1, ,2.8, ,66.6, ,50.7, 
143,San Juan Valley,Monterey Bay,1/15/2015,015,0.06, ,0.01, ,257, ,9.0, ,67.2, ,35.4, ,48.9, ,99, ,41, ,76, ,41.7, ,2.9, ,69.7, ,50.8, 
143,San Juan Valley,Monterey Bay,1/16/2015,016,0.07, ,0.00, ,259, ,9.8, ,68.3, ,37.2, ,52.2, ,97, ,40, ,73, ,43.9, ,3.0, ,71.1, ,51.8, 
143,San Juan Valley,Monterey Bay,1/17/2015,017,0.07, ,0.00, ,259, ,11.8, ,67.5, ,42.0, ,53.2, ,97, ,66, ,85, ,49.0, ,3.3, ,78.4, ,52.8, 
143,San Juan Valley,Monterey Bay,1/18/2015,018,0.06, ,0.00, ,250, ,13.1, ,69.8, ,43.4, ,55.1, ,99, ,69, ,89, ,51.8, ,3.0, ,71.8, ,54.0, 
143,San Juan Valley,Monterey Bay,1/19/2015,019,0.03, ,0.00, ,134, ,13.2, ,63.6, ,47.4, ,54.0, ,99, ,79, ,93, ,52.0, ,2.8, ,66.2, ,54.7, 
143,San Juan Valley,Monterey Bay,1/20/2015,020,0.05, ,0.00, ,230, ,10.6, ,61.6, ,38.9, ,49.0, ,99, ,64, ,90, ,46.1, ,3.0, ,72.2, ,54.3, 
143,San Juan Valley,Monterey Bay,1/21/2015,021,0.07, ,0.00, ,283, ,9.2, ,60.6, ,37.3, ,46.5, ,99, ,61, ,85, ,42.3, ,3.6, ,87.4, ,52.8, 
143,San Juan Valley,Monterey Bay,1/22/2015,022,0.04, ,0.00, ,198, ,8.7, ,59.4, ,33.9, ,44.4, ,99, ,64, ,87, ,40.8, ,3.1, ,73.9, ,51.5, 
143,San Juan Valley,Monterey Bay,1/23/2015,023,0.07, ,0.00, ,288, ,8.7, ,70.5, ,34.7, ,48.1, ,99, ,40, ,76, ,40.9, ,2.9, ,69.9, ,51.0, 
143,San Juan Valley,Monterey Bay,1/24/2015,024,0.08, ,0.01, ,293, ,9.2, ,71.8, ,37.7, ,50.8, ,94, ,38, ,72, ,42.3, ,3.2, ,75.9, ,51.8, 
143,San Juan Valley,Monterey Bay,1/25/2015,025,0.08, ,0.01, ,304, ,9.1, ,74.8, ,35.9, ,50.8, ,94, ,40, ,72, ,42.0, ,3.2, ,76.6, ,51.9, 
143,San Juan Valley,Monterey Bay,1/26/2015,026,0.04, ,0.00, ,167, ,9.3, ,65.3, ,37.2, ,50.4, ,92, ,52, ,75, ,42.7, ,2.6, ,63.3, ,51.8, 
143,San Juan Valley,Monterey Bay,1/27/2015,027,0.05, ,0.01, ,47, ,11.3, ,64.1, ,43.9, ,53.4, ,96, ,54, ,81, ,47.7, ,3.2, ,76.0, ,54.4, 
143,San Juan Valley,Monterey Bay,1/28/2015,028,0.07, ,0.01, ,271, ,10.1, ,66.3, ,38.0, ,50.0, ,99, ,55, ,83, ,44.9, ,2.8, ,66.5, ,52.9, 
143,San Juan Valley,Monterey Bay,1/29/2015,029,0.08, ,0.01, ,297, ,10.1, ,70.5, ,36.9, ,51.1, ,99, ,48, ,79, ,44.7, ,2.9, ,69.6, ,52.8, 
143,San Juan Valley,Monterey Bay,1/30/2015,030,0.07, ,0.00, ,291, ,10.5, ,66.5, ,36.7, ,48.8, ,100, ,62, ,90, ,45.9, ,3.0, ,73.0, ,53.0, 
143,San Juan Valley,Monterey Bay,1/31/2015,031,0.09, ,0.00, ,317, ,8.5, ,72.6, ,34.7, ,49.7, ,100, ,30, ,70, ,40.4, ,3.3, ,79.8, ,53.0, 
144,Petaluma East,North Coast Valleys,1/1/2015,001,0.05, ,0.00, ,234, ,4.4, ,45.5, ,25.5, ,34.0,Y,93, ,43, ,67,Y,24.1,Y,2.9, ,70.3, ,49.0, 
144,Petaluma East,North Coast Valleys,1/2/2015,002,0.04, ,0.00, ,231, ,4.7, ,45.5, ,21.9, ,31.6,Y,97, ,47, ,78,Y,25.7,Y,2.0, ,47.3, ,48.3, 
144,Petaluma East,North Coast Valleys,1/3/2015,003,0.04, ,0.00, ,226, ,5.0, ,47.3, ,22.3, ,32.3,Y,98, ,49, ,81,Y,27.3,Y,1.9, ,46.6, ,48.1, 
144,Petaluma East,North Coast Valleys,1/4/2015,004,0.04, ,0.00, ,184, ,5.6, ,48.3, ,25.3, ,35.9, ,96, ,55, ,79, ,30.0, ,2.6, ,61.5, ,48.3, 
144,Petaluma East,North Coast Valleys,1/5/2015,005,0.04, ,0.00, ,195, ,6.1, ,49.1, ,26.0, ,37.2, ,97, ,61, ,82, ,32.1, ,2.8, ,66.7, ,48.6, 
144,Petaluma East,North Coast Valleys,1/6/2015,006,0.05, ,0.00, ,237, ,7.2, ,53.3, ,33.4, ,43.2, ,85, ,60, ,75, ,35.9, ,3.8, ,91.8, ,49.0, 
144,Petaluma East,North Coast Valleys,1/7/2015,007,0.05, ,0.00, ,241, ,7.3, ,56.4, ,28.1, ,41.8, ,98, ,58, ,82, ,36.6, ,2.8, ,68.1, ,49.7, 
144,Petaluma East,North Coast Valleys,1/8/2015,008,0.03, ,0.00, ,154, ,7.6, ,53.4, ,29.7, ,40.7, ,98, ,66, ,89, ,37.6, ,2.4, ,57.1, ,50.1, 
144,Petaluma East,North Coast Valleys,1/9/2015,009,0.04, ,0.00, ,172, ,7.9, ,56.4, ,33.8, ,42.8, ,97, ,56, ,84, ,38.4, ,2.0, ,48.9, ,51.0, 
144,Petaluma East,North Coast Valleys,1/10/2015,010,0.02, ,0.00, ,118, ,8.1, ,49.1, ,31.5, ,40.4, ,98, ,84, ,95, ,39.2, ,2.1, ,51.4, ,51.6, 
144,Petaluma East,North Coast Valleys,1/11/2015,011,0.03, ,0.00, ,152, ,8.0, ,50.2, ,33.7, ,40.0, ,99, ,80, ,95, ,38.8, ,2.3, ,55.6, ,52.1, 
144,Petaluma East,North Coast Valleys,1/12/2015,012,0.05, ,0.01, ,229, ,7.7, ,56.3, ,31.1, ,40.8, ,99, ,60, ,89, ,37.8, ,2.2, ,52.9, ,52.3, 
144,Petaluma East,North Coast Valleys,1/13/2015,013,0.06, ,0.00, ,259, ,7.0, ,58.5, ,30.2, ,40.7, ,99, ,45, ,81, ,35.3, ,2.5, ,60.9, ,52.3, 
144,Petaluma East,North Coast Valleys,1/14/2015,014,0.05, ,0.00, ,223, ,7.2, ,50.4, ,26.0, ,38.8, ,98, ,71, ,90, ,36.2, ,3.2, ,77.7, ,51.8, 
144,Petaluma East,North Coast Valleys,1/15/2015,015,0.03, ,0.00, ,145, ,7.3, ,46.6, ,28.2, ,38.6, ,98, ,80, ,92, ,36.5, ,2.8, ,68.0, ,51.5, 
144,Petaluma East,North Coast Valleys,1/16/2015,016,0.01, ,0.02, ,79, ,8.4, ,46.6, ,32.6, ,41.0, ,98, ,91, ,97, ,40.1, ,3.1, ,74.1, ,51.7, 
144,Petaluma East,North Coast Valleys,1/17/2015,017,0.02, ,0.02, ,141, ,9.2, ,51.5, ,40.9, ,44.1, ,98, ,80, ,94, ,42.4, ,3.0, ,72.3, ,53.0, 
144,Petaluma East,North Coast Valleys,1/18/2015,018,0.03, ,0.00, ,136, ,10.4, ,55.2, ,42.4, ,46.8, ,99, ,83, ,95, ,45.5, ,2.4, ,58.5, ,54.4, 
144,Petaluma East,North Coast Valleys,1/19/2015,019,0.04, ,0.01, ,183, ,9.2, ,55.7, ,34.2, ,44.4, ,99, ,70, ,93, ,42.4, ,2.4, ,57.1, ,55.7,Y
144,Petaluma East,North Coast Valleys,1/20/2015,020,0.03, ,0.00,R,214, ,7.8, ,54.5, ,30.6, ,41.3, ,99, ,66, ,88, ,38.1, ,1.8, ,44.2, ,55.1, 
144,Petaluma East,North Coast Valleys,1/21/2015,021,0.05, ,0.01, ,243, ,6.7, ,51.3, ,28.6, ,37.6, ,99, ,59, ,87, ,34.2, ,2.3, ,54.1, ,54.2, 
144,Petaluma East,North Coast Valleys,1/22/2015,022,0.05, ,0.00, ,233, ,7.1, ,47.3, ,30.8, ,38.6, ,97, ,76, ,90, ,35.9, ,3.7, ,87.7, ,53.6, 
144,Petaluma East,North Coast Valleys,1/23/2015,023,0.05, ,0.01, ,260, ,6.9, ,58.5, ,27.7, ,39.1, ,99, ,53, ,86, ,35.1, ,2.1, ,49.4, ,53.1, 
144,Petaluma East,North Coast Valleys,1/24/2015,024,0.05, ,0.00, ,257, ,7.6, ,51.5, ,34.0, ,40.9, ,96, ,67, ,87, ,37.4, ,3.8, ,90.0, ,53.3, 
144,Petaluma East,North Coast Valleys,1/25/2015,025,0.05, ,0.00, ,257, ,7.2, ,52.4, ,30.3, ,39.4, ,97, ,64, ,88, ,36.1, ,4.2, ,101.9, ,53.5, 
144,Petaluma East,North Coast Valleys,1/26/2015,026,0.05, ,0.00, ,236, ,7.5, ,52.5, ,27.7, ,40.8, ,99, ,67, ,86, ,37.1, ,2.7, ,65.6, ,52.9, 
144,Petaluma East,North Coast Valleys,1/27/2015,027,0.02, ,0.03, ,114, ,8.8, ,54.9, ,40.2, ,46.1, ,94, ,62, ,83, ,41.3, ,1.9, ,46.1, ,53.7, 
144,Petaluma East,North Coast Valleys,1/28/2015,028,0.07, ,0.00, ,280, ,8.3, ,58.1, ,35.5, ,44.5, ,97, ,57, ,83, ,39.6, ,2.2, ,53.0, ,54.3, 
144,Petaluma East,North Coast Valleys,1/29/2015,029,0.06, ,0.00, ,287, ,7.9, ,58.4, ,29.9, ,42.8, ,98, ,53, ,84, ,38.3, ,2.3, ,56.0, ,54.4, 
144,Petaluma East,North Coast Valleys,1/30/2015,030,0.06, ,0.02, ,293, ,7.9, ,58.0, ,30.6, ,42.1, ,99, ,60, ,87, ,38.5, ,2.5, ,59.8, ,54.6, 
144,Petaluma East,North Coast Valleys,1/31/2015,031,0.08, ,0.00, ,316, ,7.0, ,68.6, ,32.9, ,47.8, ,96, ,28, ,62, ,35.3, ,3.0, ,71.3, ,54.6, 
146,Belridge,San Joaquin Valley,1/1/2015,001,0.05, ,0.00, ,256, ,4.6, ,52.7, ,23.5, ,34.9, ,95, ,29, ,67, ,25.0, ,2.5, ,58.8, ,45.3, 
146,Belridge,San Joaquin Valley,1/2/2015,002,0.06, ,0.00, ,259, ,4.9, ,53.9, ,25.7, ,37.6, ,90, ,38, ,64, ,26.8, ,2.4, ,56.9, ,44.2, 
146,Belridge,San Joaquin Valley,1/3/2015,003,0.06, ,0.00, ,263, ,5.6, ,55.1, ,27.5, ,39.0, ,92, ,40, ,69, ,29.6, ,2.3, ,55.6, ,43.8, 
146,Belridge,San Joaquin Valley,1/4/2015,004,0.06, ,0.00, ,247, ,6.2, ,56.3, ,31.2, ,41.1, ,91, ,43, ,71, ,32.3, ,2.6, ,62.0, ,44.0, 
146,Belridge,San Joaquin Valley,1/5/2015,005,0.06, ,0.00, ,258, ,6.9, ,60.2, ,31.4, ,43.1, ,94, ,44, ,73, ,34.9, ,2.2, ,53.5, ,44.5, 
146,Belridge,San Joaquin Valley,1/6/2015,006,0.07, ,0.00, ,185, ,8.0, ,67.6, ,41.4, ,52.8, ,94, ,37, ,59, ,38.7, ,2.1, ,51.2, ,45.8, 
146,Belridge,San Joaquin Valley,1/7/2015,007,0.07, ,0.00, ,256, ,8.3, ,68.6, ,34.6, ,48.3, ,96, ,41, ,72, ,39.7, ,2.2, ,53.6, ,46.0, 
146,Belridge,San Joaquin Valley,1/8/2015,008,0.07, ,0.00, ,245, ,9.8, ,69.9, ,37.2, ,52.5, ,96, ,42, ,73, ,44.1, ,2.3, ,55.9, ,47.1, 
146,Belridge,San Joaquin Valley,1/9/2015,009,0.05, ,0.00, ,196, ,11.2, ,67.4, ,46.9, ,54.4, ,93, ,55, ,77, ,47.5, ,2.3, ,55.5, ,49.2, 
146,Belridge,San Joaquin Valley,1/10/2015,010,0.04, ,0.00, ,170, ,12.0, ,66.7, ,47.0, ,55.5, ,92, ,60, ,80, ,49.4, ,2.2, ,52.9, ,50.5, 
146,Belridge,San Joaquin Valley,1/11/2015,011,0.04, ,0.04, ,160, ,12.8,Y,62.2, ,45.1, ,53.7, ,98, ,72, ,91,Y,51.0,Y,2.3, ,56.3, ,52.0, 
146,Belridge,San Joaquin Valley,1/12/2015,012,0.02, ,0.00, ,109, ,10.8, ,59.0, ,38.9, ,48.4, ,99, ,76, ,93, ,46.5, ,2.0, ,47.8, ,51.4, 
146,Belridge,San Joaquin Valley,1/13/2015,013,0.04, ,0.00, ,186, ,10.7, ,59.7, ,41.3, ,48.3, ,98, ,71, ,93, ,46.4, ,2.5, ,60.7, ,50.8, 
146,Belridge,San Joaquin Valley,1/14/2015,014,0.04, ,0.01, ,193, ,9.7, ,60.1, ,37.5, ,45.7, ,99, ,63, ,93, ,43.8, ,2.3, ,54.8, ,50.1, 
146,Belridge,San Joaquin Valley,1/15/2015,015,0.01, ,0.01, ,71, ,9.9, ,48.4, ,37.6, ,44.5, ,99, ,97, ,99, ,44.3, ,2.6, ,62.5, ,49.7, 
146,Belridge,San Joaquin Valley,1/16/2015,016,0.03, ,0.00, ,165, ,9.5, ,56.8, ,38.9, ,46.2, ,99, ,68, ,90, ,43.3, ,3.0, ,73.0, ,50.3, 
146,Belridge,San Joaquin Valley,1/17/2015,017,0.02, ,0.00, ,102, ,9.4, ,53.0, ,37.2, ,44.5, ,99, ,79, ,95, ,43.0, ,2.4, ,56.5, ,49.6, 
146,Belridge,San Joaquin Valley,1/18/2015,018,0.01, ,0.00, ,70, ,10.2, ,51.3, ,42.7, ,45.8, ,99, ,85, ,97, ,45.0, ,2.6, ,62.3, ,50.2, 
146,Belridge,San Joaquin Valley,1/19/2015,019,0.01, ,0.00, ,82, ,10.6,H,49.6, ,43.5, ,46.7, ,99,H,94,H,98, ,46.1, ,2.5, ,59.6, ,50.5, 
146,Belridge,San Joaquin Valley,1/20/2015,020,0.01, ,0.02, ,67, ,10.8, ,51.5, ,46.2, ,48.4, ,98, ,83, ,93, ,46.5, ,2.2, ,53.8, ,51.1, 
146,Belridge,San Joaquin Valley,1/21/2015,021,0.01, ,0.00, ,73, ,9.9, ,51.7, ,47.1, ,49.1, ,98, ,72, ,84, ,44.4, ,2.2, ,53.4, ,51.5, 
146,Belridge,San Joaquin Valley,1/22/2015,022,0.04, ,0.00, ,192, ,9.2, ,57.4, ,37.5, ,48.1, ,96, ,63, ,80, ,42.3, ,2.8, ,66.5, ,51.7, 
146,Belridge,San Joaquin Valley,1/23/2015,023,0.05, ,0.00, ,216, ,9.3, ,58.0, ,37.4, ,46.7, ,97, ,61, ,86, ,42.7, ,2.9, ,69.7, ,51.2, 
146,Belridge,San Joaquin Valley,1/24/2015,024,0.01, ,0.00, ,105, ,9.2, ,47.1, ,37.5, ,42.9, ,99, ,95, ,99, ,42.5, ,2.7, ,65.2, ,50.5, 
146,Belridge,San Joaquin Valley,1/25/2015,025,0.03, ,0.01, ,175, ,9.3, ,56.0, ,40.1, ,45.0, ,99, ,68, ,92, ,42.7, ,2.5, ,60.5, ,50.8, 
146,Belridge,San Joaquin Valley,1/26/2015,026,0.02, ,0.02, ,89, ,9.7, ,56.9, ,32.7, ,47.2, ,99, ,70, ,87, ,43.6, ,2.2, ,52.1, ,50.1, 
146,Belridge,San Joaquin Valley,1/27/2015,027,0.04, ,0.00, ,164, ,12.0, ,65.6, ,48.2, ,55.2, ,96, ,61, ,81, ,49.4, ,3.0, ,72.9, ,51.4, 
146,Belridge,San Joaquin Valley,1/28/2015,028,0.02, ,0.00, ,95, ,12.1, ,58.3, ,48.7, ,53.3, ,95, ,77, ,87, ,49.7, ,2.6, ,63.4, ,52.2, 
146,Belridge,San Joaquin Valley,1/29/2015,029,0.06, ,0.00, ,230, ,11.2, ,63.5, ,44.1, ,52.4, ,97, ,63, ,84, ,47.6, ,2.4, ,57.8, ,52.4, 
146,Belridge,San Joaquin Valley,1/30/2015,030,0.07, ,0.00, ,236, ,10.8, ,65.1, ,46.2, ,53.7, ,93, ,52, ,77, ,46.7, ,2.9, ,68.8, ,52.6, 
146,Belridge,San Joaquin Valley,1/31/2015,031,0.06, ,0.00, ,231, ,10.8, ,65.0, ,42.2, ,53.6, ,94, ,55, ,77, ,46.5, ,3.4, ,82.5, ,53.0, 
147,Otay Lake,South Coast Valleys,1/1/2015,001,0.07, ,0.00, ,299, ,6.2, ,58.2, ,36.0, ,45.3, ,80, ,35, ,60, ,32.2, ,5.4, ,130.0, ,54.6, 
147,Otay Lake,South Coast Valleys,1/2/2015,002,0.07, ,0.01, ,298, ,7.3, ,58.9, ,36.2, ,46.5, ,90, ,40, ,68, ,36.4, ,5.2, ,125.1, ,54.6, 
147,Otay Lake,South Coast Valleys,1/3/2015,003,0.07, ,0.00, ,298, ,8.3, ,62.0, ,39.0, ,48.8, ,88, ,44, ,71, ,39.8, ,4.8, ,115.4, ,54.8, 
147,Otay Lake,South Coast Valleys,1/4/2015,004,0.08, ,0.01, ,303, ,8.2, ,71.1, ,40.0, ,53.0, ,85, ,29, ,60, ,39.3, ,4.2, ,101.9, ,55.3, 
147,Otay Lake,South Coast Valleys,1/5/2015,005,0.11, ,0.00, ,310, ,5.8, ,82.2, ,46.5, ,63.7,H,67,H,17,H,29, ,30.7, ,3.5, ,82.9, ,56.1, 
147,Otay Lake,South Coast Valleys,1/6/2015,006,0.12, ,0.00, ,318, ,5.6, ,87.5,Y,49.2, ,65.3, ,48, ,12, ,26, ,29.8, ,3.5, ,85.0, ,56.9, 
147,Otay Lake,South Coast Valleys,1/7/2015,007,0.10, ,0.00, ,242, ,6.4, ,80.5, ,48.4, ,61.2, ,60, ,19, ,35, ,33.3, ,5.0, ,120.5, ,57.1, 
